Date,State,Counts
12/07/21,Telengana,631683
13/07/21,Telengana,632379
14/07/21,Telengana,633146
15/07/21,Telengana,633895
16/07/21,Telengana,634605
17/07/21,Telengana,635320
18/07/21,Telengana,636049
19/07/21,Telengana,636627
20/07/21,Telengana,637373
21/07/21,Telengana,638030
22/07/21,Telengana,638721
23/07/21,Telengana,639369
24/07/21,Telengana,640012
25/07/21,Telengana,640659
26/07/21,Telengana,641153
27/07/21,Telengana,641791
28/07/21,Telengana,642436
29/07/21,Telengana,643093
30/07/21,Telengana,643716
31/07/21,Telengana,644330
01/08/21,Telengana,644951
02/08/21,Telengana,645406
03/08/21,Telengana,645997
04/08/21,Telengana,646606
05/08/21,Telengana,647229
06/08/21,Telengana,647811
07/08/21,Telengana,648388
08/08/21,Telengana,648957
09/08/21,Telengana,649406
10/08/21,Telengana,649859
11/08/21,Telengana,650353
12/08/21,Telengana,650835
13/08/21,Telengana,651288
14/08/21,Telengana,651715
15/08/21,Telengana,652135
16/08/21,Telengana,652380
17/08/21,Telengana,652785
18/08/21,Telengana,653202
19/08/21,Telengana,653626
20/08/21,Telengana,654035
21/08/21,Telengana,654394
22/08/21,Telengana,654758
23/08/21,Telengana,654989
24/08/21,Telengana,655343
25/08/21,Telengana,655732
26/08/21,Telengana,656098
27/08/21,Telengana,656455
28/08/21,Telengana,656794
29/08/21,Telengana,657119
30/08/21,Telengana,657376
31/08/21,Telengana,657716
01/09/21,Telengana,658054
02/09/21,Telengana,658376
03/09/21,Telengana,658689
04/09/21,Telengana,659007
05/09/21,Telengana,659313
06/09/21,Telengana,659543
07/09/21,Telengana,659844
08/09/21,Telengana,660142
09/09/21,Telengana,660471
10/09/21,Telengana,660786
11/09/21,Telengana,661006
12/09/21,Telengana,661302
13/09/21,Telengana,661551
14/09/21,Telengana,661866
15/09/21,Telengana,662202
16/09/21,Telengana,662526
17/09/21,Telengana,662526
18/09/21,Telengana,662785
19/09/21,Telengana,663281
20/09/21,Telengana,663454
21/09/21,Telengana,663662
22/09/21,Telengana,663906
23/09/21,Telengana,664164
24/09/21,Telengana,664411
25/09/21,Telengana,664650
26/09/21,Telengana,664898
27/09/21,Telengana,665068
28/09/21,Telengana,665284
29/09/21,Telengana,665504
30/09/21,Telengana,665749
01/10/21,Telengana,665963
02/10/21,Telengana,666183
03/10/21,Telengana,666384
04/10/21,Telengana,666546
05/10/21,Telengana,666753
06/10/21,Telengana,666971
07/10/21,Telengana,667158
08/10/21,Telengana,667334
09/10/21,Telengana,667535
10/03/20,Tripura,0
11/03/20,Tripura,0
12/03/20,Tripura,0
13/03/20,Tripura,0
14/03/20,Tripura,0
15/03/20,Tripura,0
16/03/20,Tripura,0
17/03/20,Tripura,0
18/03/20,Tripura,0
19/03/20,Tripura,0
20/03/20,Tripura,0
21/03/20,Tripura,0
22/03/20,Tripura,0
23/03/20,Tripura,0
24/03/20,Tripura,0
25/03/20,Tripura,0
26/03/20,Tripura,0
27/03/20,Tripura,0
28/03/20,Tripura,0
29/03/20,Tripura,0
30/03/20,Tripura,0
31/03/20,Tripura,0
01/04/20,Tripura,0
02/04/20,Tripura,0
03/04/20,Tripura,0
04/04/20,Tripura,0
05/04/20,Tripura,0
06/04/20,Tripura,0
07/04/20,Tripura,1
08/04/20,Tripura,1
09/04/20,Tripura,1
10/04/20,Tripura,1
11/04/20,Tripura,2
12/04/20,Tripura,2
13/04/20,Tripura,2
14/04/20,Tripura,2
15/04/20,Tripura,2
16/04/20,Tripura,2
17/04/20,Tripura,2
18/04/20,Tripura,2
19/04/20,Tripura,2
20/04/20,Tripura,2
21/04/20,Tripura,2
22/04/20,Tripura,2
23/04/20,Tripura,2
24/04/20,Tripura,2
25/04/20,Tripura,2
26/04/20,Tripura,2
27/04/20,Tripura,2
28/04/20,Tripura,2
29/04/20,Tripura,2
30/04/20,Tripura,2
01/05/20,Tripura,2
02/05/20,Tripura,2
03/05/20,Tripura,4
04/05/20,Tripura,16
05/05/20,Tripura,29
06/05/20,Tripura,43
07/05/20,Tripura,43
08/05/20,Tripura,65
09/05/20,Tripura,118
10/05/20,Tripura,134
11/05/20,Tripura,150
12/05/20,Tripura,152
13/05/20,Tripura,154
14/05/20,Tripura,155
15/05/20,Tripura,156
16/05/20,Tripura,156
17/05/20,Tripura,167
18/05/20,Tripura,167
19/05/20,Tripura,167
20/05/20,Tripura,173
21/05/20,Tripura,173
22/05/20,Tripura,173
23/05/20,Tripura,175
24/05/20,Tripura,189
25/05/20,Tripura,191
26/05/20,Tripura,194
27/05/20,Tripura,207
28/05/20,Tripura,230
29/05/20,Tripura,242
30/05/20,Tripura,251
31/05/20,Tripura,268
01/06/20,Tripura,313
02/06/20,Tripura,420
03/06/20,Tripura,468
04/06/20,Tripura,468
05/06/20,Tripura,644
06/06/20,Tripura,692
07/06/20,Tripura,747
08/06/20,Tripura,800
09/06/20,Tripura,838
10/06/20,Tripura,864
11/06/20,Tripura,895
12/06/20,Tripura,913
13/06/20,Tripura,961
14/06/20,Tripura,1046
15/06/20,Tripura,1076
16/06/20,Tripura,1086
17/06/20,Tripura,1092
18/06/20,Tripura,1135
19/06/20,Tripura,1155
20/06/20,Tripura,1178
21/06/20,Tripura,1186
22/06/20,Tripura,1221
23/06/20,Tripura,1237
24/06/20,Tripura,1259
25/06/20,Tripura,1259
26/06/20,Tripura,1290
27/06/20,Tripura,1325
28/06/20,Tripura,1334
29/06/20,Tripura,1346
30/06/20,Tripura,1380
01/07/20,Tripura,1388
02/07/20,Tripura,1396
03/07/20,Tripura,1435
04/07/20,Tripura,1525
05/07/20,Tripura,1546
06/07/20,Tripura,1568
07/07/20,Tripura,1680
08/07/20,Tripura,1704
09/07/20,Tripura,1761
10/07/20,Tripura,1776
11/07/20,Tripura,1918
12/07/20,Tripura,1949
13/07/20,Tripura,2054
14/07/20,Tripura,2080
15/07/20,Tripura,2170
16/07/20,Tripura,2268
17/07/20,Tripura,2283
18/07/20,Tripura,2366
19/07/20,Tripura,2654
20/07/20,Tripura,2878
21/07/20,Tripura,3079
22/07/20,Tripura,3331
23/07/20,Tripura,3449
24/07/20,Tripura,3656
25/07/20,Tripura,3759
26/07/20,Tripura,3862
27/07/20,Tripura,3900
28/07/20,Tripura,4049
29/07/20,Tripura,4269
30/07/20,Tripura,4485
31/07/20,Tripura,4706
01/08/20,Tripura,4978
02/08/20,Tripura,5233
03/08/20,Tripura,5374
04/08/20,Tripura,5505
05/08/20,Tripura,5628
06/08/20,Tripura,5725
07/08/20,Tripura,5853
08/08/20,Tripura,5999
09/08/20,Tripura,6146
10/08/20,Tripura,6208
11/08/20,Tripura,6372
12/08/20,Tripura,6482
13/08/20,Tripura,6603
14/08/20,Tripura,6767
15/08/20,Tripura,6934
16/08/20,Tripura,7061
17/08/20,Tripura,7204
18/08/20,Tripura,7409
19/08/20,Tripura,7645
20/08/20,Tripura,7835
21/08/20,Tripura,8091
22/08/20,Tripura,8371
23/08/20,Tripura,8702
24/08/20,Tripura,8902
25/08/20,Tripura,9195
26/08/20,Tripura,9523
27/08/20,Tripura,9908
28/08/20,Tripura,10414
29/08/20,Tripura,10857
30/08/20,Tripura,11307
31/08/20,Tripura,11644
01/09/20,Tripura,12153
02/09/20,Tripura,12702
03/09/20,Tripura,13292
04/09/20,Tripura,13816
05/09/20,Tripura,14507
06/09/20,Tripura,15109
07/09/20,Tripura,15508
08/09/20,Tripura,16135
09/09/20,Tripura,16717
10/09/20,Tripura,17252
11/09/20,Tripura,17811
12/09/20,Tripura,18281
13/09/20,Tripura,18910
14/09/20,Tripura,19165
15/09/20,Tripura,19696
16/09/20,Tripura,20150
17/09/20,Tripura,20676
18/09/20,Tripura,20949
19/09/20,Tripura,21484
20/09/20,Tripura,22032
21/09/20,Tripura,22275
22/09/20,Tripura,22834
23/09/20,Tripura,23338
24/09/20,Tripura,23789
25/09/20,Tripura,24130
26/09/20,Tripura,24408
27/09/20,Tripura,24728
28/09/20,Tripura,24921
29/09/20,Tripura,25353
30/09/20,Tripura,25734
01/10/20,Tripura,26066
02/10/20,Tripura,26362
03/10/20,Tripura,26552
04/10/20,Tripura,26874
05/10/20,Tripura,27033
06/10/20,Tripura,27308
07/10/20,Tripura,27545
08/10/20,Tripura,27759
09/10/20,Tripura,27982
10/10/20,Tripura,28153
11/10/20,Tripura,28352
12/10/20,Tripura,28461
13/10/20,Tripura,28678
14/10/20,Tripura,28859
15/10/20,Tripura,29031
16/10/20,Tripura,29193
17/10/20,Tripura,29327
18/10/20,Tripura,29468
19/10/20,Tripura,29553
20/10/20,Tripura,29688
21/10/20,Tripura,29800
22/10/20,Tripura,29925
23/10/20,Tripura,30070
24/10/20,Tripura,30135
25/10/20,Tripura,30221
26/10/20,Tripura,30257
27/10/20,Tripura,30293
28/10/20,Tripura,30453
29/10/20,Tripura,30566
30/10/20,Tripura,30663
31/10/20,Tripura,30717
01/11/20,Tripura,30794
02/11/20,Tripura,30852
03/11/20,Tripura,30989
04/11/20,Tripura,31105
05/11/20,Tripura,31237
06/11/20,Tripura,31347
07/11/20,Tripura,31434
08/11/20,Tripura,31517
09/11/20,Tripura,31543
10/11/20,Tripura,31622
11/11/20,Tripura,31706
12/11/20,Tripura,31765
13/11/20,Tripura,31841
14/11/20,Tripura,31919
15/11/20,Tripura,31945
16/11/20,Tripura,31962
17/11/20,Tripura,32039
18/11/20,Tripura,32112
19/11/20,Tripura,32217
20/11/20,Tripura,32292
21/11/20,Tripura,32367
22/11/20,Tripura,32415
23/11/20,Tripura,32434
24/11/20,Tripura,32493
25/11/20,Tripura,32528
26/11/20,Tripura,32578
27/11/20,Tripura,32610
28/11/20,Tripura,32641
29/11/20,Tripura,32674
30/11/20,Tripura,32695
01/12/20,Tripura,32726
02/12/20,Tripura,32764
03/12/20,Tripura,32803
04/12/20,Tripura,32836
05/12/20,Tripura,32860
06/12/20,Tripura,32891
07/12/20,Tripura,32897
08/12/20,Tripura,32925
09/12/20,Tripura,32945
10/12/20,Tripura,32976
11/12/20,Tripura,32997
12/12/20,Tripura,33015
13/12/20,Tripura,33038
14/12/20,Tripura,33048
15/12/20,Tripura,33057
16/12/20,Tripura,33081
17/12/20,Tripura,33098
18/12/20,Tripura,33119
19/12/20,Tripura,33144
20/12/20,Tripura,33167
21/12/20,Tripura,33175
22/12/20,Tripura,33188
23/12/20,Tripura,33203
24/12/20,Tripura,33216
25/12/20,Tripura,33225
26/12/20,Tripura,33226
27/12/20,Tripura,33237
28/12/20,Tripura,33244
29/12/20,Tripura,33246
30/12/20,Tripura,33258
31/12/20,Tripura,33264
01/01/21,Tripura,33268
02/01/21,Tripura,33276
03/01/21,Tripura,33282
04/01/21,Tripura,33283
05/01/21,Tripura,33284
06/01/21,Tripura,33286
07/01/21,Tripura,33294
08/01/21,Tripura,33299
09/01/21,Tripura,33302
10/01/21,Tripura,33307
11/01/21,Tripura,33307
12/01/21,Tripura,33309
13/01/21,Tripura,33315
14/01/21,Tripura,33320
15/01/21,Tripura,33325
16/01/21,Tripura,33329
17/01/21,Tripura,33331
18/01/21,Tripura,33332
19/01/21,Tripura,33335
20/01/21,Tripura,33336
21/01/21,Tripura,33339
22/01/21,Tripura,33342
23/01/21,Tripura,33344
24/01/21,Tripura,33345
25/01/21,Tripura,33345
26/01/21,Tripura,33346
27/01/21,Tripura,33346
28/01/21,Tripura,33346
29/01/21,Tripura,33348
30/01/21,Tripura,33350
31/01/21,Tripura,33351
01/02/21,Tripura,33351
02/02/21,Tripura,33351
03/02/21,Tripura,33351
04/02/21,Tripura,33351
05/02/21,Tripura,33352
06/02/21,Tripura,33352
07/02/21,Tripura,33352
08/02/21,Tripura,33352
09/02/21,Tripura,33353
10/02/21,Tripura,33353
11/02/21,Tripura,33353
12/02/21,Tripura,33353
13/02/21,Tripura,33353
14/02/21,Tripura,33353
15/02/21,Tripura,33353
16/02/21,Tripura,33353
17/02/21,Tripura,33355
18/02/21,Tripura,33357
19/02/21,Tripura,33366
20/02/21,Tripura,33392
21/02/21,Tripura,33393
22/02/21,Tripura,33394
23/02/21,Tripura,33398
24/02/21,Tripura,33400
25/02/21,Tripura,33400
26/02/21,Tripura,33407
27/02/21,Tripura,33407
28/02/21,Tripura,33417
01/03/21,Tripura,33417
02/03/21,Tripura,33420
03/03/21,Tripura,33420
04/03/21,Tripura,33422
05/03/21,Tripura,33424
06/03/21,Tripura,33424
07/03/21,Tripura,33424
08/03/21,Tripura,33424
09/03/21,Tripura,33424
10/03/21,Tripura,33425
11/03/21,Tripura,33425
12/03/21,Tripura,33425
13/03/21,Tripura,33427
14/03/21,Tripura,33429
15/03/21,Tripura,33433
16/03/21,Tripura,33440
17/03/21,Tripura,33441
18/03/21,Tripura,33444
19/03/21,Tripura,33454
20/03/21,Tripura,33459
21/03/21,Tripura,33464
22/03/21,Tripura,33464
23/03/21,Tripura,33470
24/03/21,Tripura,33479
25/03/21,Tripura,33480
26/03/21,Tripura,33482
27/03/21,Tripura,33490
28/03/21,Tripura,33491
29/03/21,Tripura,33491
30/03/21,Tripura,33493
31/03/21,Tripura,33503
01/04/21,Tripura,33517
02/04/21,Tripura,33521
03/04/21,Tripura,33523
04/04/21,Tripura,33537
05/04/21,Tripura,33540
06/04/21,Tripura,33554
07/04/21,Tripura,33575
08/04/21,Tripura,33612
09/04/21,Tripura,33644
10/04/21,Tripura,33685
11/04/21,Tripura,33733
12/04/21,Tripura,33743
13/04/21,Tripura,33805
14/04/21,Tripura,33844
15/04/21,Tripura,33871
16/04/21,Tripura,33875
17/04/21,Tripura,33933
18/04/21,Tripura,34002
19/04/21,Tripura,34034
20/04/21,Tripura,34094
21/04/21,Tripura,34186
22/04/21,Tripura,34262
23/04/21,Tripura,34302
24/04/21,Tripura,34429
25/04/21,Tripura,34529
26/04/21,Tripura,34627
27/04/21,Tripura,34738
28/04/21,Tripura,34862
29/04/21,Tripura,35028
30/04/21,Tripura,35169
01/05/21,Tripura,35342
02/05/21,Tripura,35589
03/05/21,Tripura,35723
04/05/21,Tripura,35994
05/05/21,Tripura,36234
06/05/21,Tripura,36534
07/05/21,Tripura,36849
08/05/21,Tripura,37208
09/05/21,Tripura,37559
10/05/21,Tripura,37692
11/05/21,Tripura,38158
12/05/21,Tripura,38574
13/05/21,Tripura,39054
14/05/21,Tripura,39606
15/05/21,Tripura,40055
16/05/21,Tripura,40816
17/05/21,Tripura,41151
18/05/21,Tripura,41897
19/05/21,Tripura,42776
20/05/21,Tripura,43496
21/05/21,Tripura,44359
22/05/21,Tripura,45223
23/05/21,Tripura,46099
24/05/21,Tripura,46525
25/05/21,Tripura,47298
26/05/21,Tripura,47965
27/05/21,Tripura,48507
28/05/21,Tripura,49290
29/05/21,Tripura,49885
30/05/21,Tripura,50739
31/05/21,Tripura,51133
01/06/21,Tripura,51974
02/06/21,Tripura,52545
03/06/21,Tripura,53222
04/06/21,Tripura,53872
05/06/21,Tripura,54580
06/06/21,Tripura,55234
07/06/21,Tripura,55469
08/06/21,Tripura,56169
09/06/21,Tripura,56794
10/06/21,Tripura,57452
11/06/21,Tripura,58093
12/06/21,Tripura,58521
13/06/21,Tripura,59086
14/06/21,Tripura,59321
15/06/21,Tripura,59849
16/06/21,Tripura,60385
17/06/21,Tripura,60872
18/06/21,Tripura,61339
19/06/21,Tripura,61782
20/06/21,Tripura,62149
21/06/21,Tripura,62324
22/06/21,Tripura,62745
23/06/21,Tripura,63140
24/06/21,Tripura,63499
25/06/21,Tripura,63868
26/06/21,Tripura,64159
27/06/21,Tripura,64644
28/06/21,Tripura,64863
29/06/21,Tripura,65339
30/06/21,Tripura,65770
01/07/21,Tripura,66220
02/07/21,Tripura,66629
03/07/21,Tripura,67023
04/07/21,Tripura,67451
05/07/21,Tripura,67677
06/07/21,Tripura,68151
07/07/21,Tripura,68612
08/07/21,Tripura,69019
09/07/21,Tripura,69550
10/07/21,Tripura,69961
11/07/21,Tripura,70479
12/07/21,Tripura,70749
13/07/21,Tripura,71315
14/07/21,Tripura,71873
15/07/21,Tripura,72365
16/07/21,Tripura,72860
17/07/21,Tripura,73290
18/07/21,Tripura,73615
19/07/21,Tripura,73901
20/07/21,Tripura,74389
21/07/21,Tripura,74846
22/07/21,Tripura,75099
23/07/21,Tripura,75608
24/07/21,Tripura,75907
25/07/21,Tripura,76315
26/07/21,Tripura,76539
27/07/21,Tripura,76997
28/07/21,Tripura,77412
29/07/21,Tripura,77788
30/07/21,Tripura,78059
31/07/21,Tripura,78361
01/08/21,Tripura,78583
02/08/21,Tripura,78722
03/08/21,Tripura,79026
04/08/21,Tripura,79288
05/08/21,Tripura,79532
06/08/21,Tripura,79777
07/08/21,Tripura,79948
08/08/21,Tripura,80134
09/08/21,Tripura,80211
10/08/21,Tripura,80416
11/08/21,Tripura,80660
12/08/21,Tripura,80800
13/08/21,Tripura,80980
14/08/21,Tripura,81117
15/08/21,Tripura,81259
16/08/21,Tripura,81311
17/08/21,Tripura,81443
18/08/21,Tripura,81584
19/08/21,Tripura,81737
20/08/21,Tripura,81826
21/08/21,Tripura,81941
22/08/21,Tripura,82050
23/08/21,Tripura,82095
24/08/21,Tripura,82260
25/08/21,Tripura,82384
26/08/21,Tripura,82498
27/08/21,Tripura,82600
28/08/21,Tripura,82674
29/08/21,Tripura,82775
30/08/21,Tripura,82849
31/08/21,Tripura,82862
01/09/21,Tripura,82961
02/09/21,Tripura,83065
03/09/21,Tripura,83127
04/09/21,Tripura,83197
05/09/21,Tripura,83284
06/09/21,Tripura,83305
07/09/21,Tripura,83360
08/09/21,Tripura,83414
09/09/21,Tripura,83478
10/09/21,Tripura,83523
11/09/21,Tripura,83553
12/09/21,Tripura,83597
13/09/21,Tripura,83620
14/09/21,Tripura,83672
15/09/21,Tripura,83715
16/09/21,Tripura,83756
17/09/21,Tripura,83756
18/09/21,Tripura,83787
19/09/21,Tripura,83840
20/09/21,Tripura,83854
21/09/21,Tripura,83905
22/09/21,Tripura,83956
23/09/21,Tripura,83981
24/09/21,Tripura,84014
25/09/21,Tripura,84033
26/09/21,Tripura,84053
27/09/21,Tripura,84066
28/09/21,Tripura,84085
29/09/21,Tripura,84105
30/09/21,Tripura,84127
01/10/21,Tripura,84148
02/10/21,Tripura,84163
03/10/21,Tripura,84172
04/10/21,Tripura,84178
05/10/21,Tripura,84192
06/10/21,Tripura,84204
07/10/21,Tripura,84211
08/10/21,Tripura,84223
09/10/21,Tripura,84237
10/03/20,Uttarakhand,0
11/03/20,Uttarakhand,0
12/03/20,Uttarakhand,0
13/03/20,Uttarakhand,0
14/03/20,Uttarakhand,0
15/03/20,Uttarakhand,1
16/03/20,Uttarakhand,1
17/03/20,Uttarakhand,1
18/03/20,Uttarakhand,1
19/03/20,Uttarakhand,1
20/03/20,Uttarakhand,3
21/03/20,Uttarakhand,3
22/03/20,Uttarakhand,3
23/03/20,Uttarakhand,3
24/03/20,Uttarakhand,4
25/03/20,Uttarakhand,4
26/03/20,Uttarakhand,5
27/03/20,Uttarakhand,5
28/03/20,Uttarakhand,5
29/03/20,Uttarakhand,7
30/03/20,Uttarakhand,7
31/03/20,Uttarakhand,7
01/04/20,Uttarakhand,7
02/04/20,Uttarakhand,7
03/04/20,Uttarakhand,10
04/04/20,Uttarakhand,16
05/04/20,Uttarakhand,22
06/04/20,Uttarakhand,26
07/04/20,Uttarakhand,31
08/04/20,Uttarakhand,31
09/04/20,Uttarakhand,35
10/04/20,Uttarakhand,35
11/04/20,Uttarakhand,35
12/04/20,Uttarakhand,35
13/04/20,Uttarakhand,35
14/04/20,Uttarakhand,35
15/04/20,Uttarakhand,37
16/04/20,Uttarakhand,37
17/04/20,Uttarakhand,37
18/04/20,Uttarakhand,42
19/04/20,Uttarakhand,42
20/04/20,Uttarakhand,44
21/04/20,Uttarakhand,46
22/04/20,Uttarakhand,46
23/04/20,Uttarakhand,46
24/04/20,Uttarakhand,47
25/04/20,Uttarakhand,48
26/04/20,Uttarakhand,50
27/04/20,Uttarakhand,51
28/04/20,Uttarakhand,51
29/04/20,Uttarakhand,54
30/04/20,Uttarakhand,55
01/05/20,Uttarakhand,57
02/05/20,Uttarakhand,58
03/05/20,Uttarakhand,59
04/05/20,Uttarakhand,60
05/05/20,Uttarakhand,60
06/05/20,Uttarakhand,61
07/05/20,Uttarakhand,61
08/05/20,Uttarakhand,61
09/05/20,Uttarakhand,63
10/05/20,Uttarakhand,67
11/05/20,Uttarakhand,68
12/05/20,Uttarakhand,68
13/05/20,Uttarakhand,69
14/05/20,Uttarakhand,72
15/05/20,Uttarakhand,78
16/05/20,Uttarakhand,82
17/05/20,Uttarakhand,88
18/05/20,Uttarakhand,92
19/05/20,Uttarakhand,93
20/05/20,Uttarakhand,111
21/05/20,Uttarakhand,122
22/05/20,Uttarakhand,146
23/05/20,Uttarakhand,153
24/05/20,Uttarakhand,244
25/05/20,Uttarakhand,317
26/05/20,Uttarakhand,349
27/05/20,Uttarakhand,401
28/05/20,Uttarakhand,469
29/05/20,Uttarakhand,500
30/05/20,Uttarakhand,716
31/05/20,Uttarakhand,749
01/06/20,Uttarakhand,907
02/06/20,Uttarakhand,958
03/06/20,Uttarakhand,1043
04/06/20,Uttarakhand,1085
05/06/20,Uttarakhand,1153
06/06/20,Uttarakhand,1215
07/06/20,Uttarakhand,1303
08/06/20,Uttarakhand,1355
09/06/20,Uttarakhand,1411
10/06/20,Uttarakhand,1537
11/06/20,Uttarakhand,1562
12/06/20,Uttarakhand,1643
13/06/20,Uttarakhand,1724
14/06/20,Uttarakhand,1785
15/06/20,Uttarakhand,1819
16/06/20,Uttarakhand,1845
17/06/20,Uttarakhand,1942
18/06/20,Uttarakhand,2023
19/06/20,Uttarakhand,2102
20/06/20,Uttarakhand,2177
21/06/20,Uttarakhand,2301
22/06/20,Uttarakhand,2344
23/06/20,Uttarakhand,2402
24/06/20,Uttarakhand,2535
25/06/20,Uttarakhand,2623
26/06/20,Uttarakhand,2691
27/06/20,Uttarakhand,2725
28/06/20,Uttarakhand,2791
29/06/20,Uttarakhand,2823
30/06/20,Uttarakhand,2831
01/07/20,Uttarakhand,2881
02/07/20,Uttarakhand,2947
03/07/20,Uttarakhand,2984
04/07/20,Uttarakhand,3048
05/07/20,Uttarakhand,3093
06/07/20,Uttarakhand,3124
07/07/20,Uttarakhand,3161
08/07/20,Uttarakhand,3230
09/07/20,Uttarakhand,3258
10/07/20,Uttarakhand,3305
11/07/20,Uttarakhand,3373
12/07/20,Uttarakhand,3417
13/07/20,Uttarakhand,3537
14/07/20,Uttarakhand,3608
15/07/20,Uttarakhand,3686
16/07/20,Uttarakhand,3785
17/07/20,Uttarakhand,3982
18/07/20,Uttarakhand,4102
19/07/20,Uttarakhand,4276
20/07/20,Uttarakhand,4515
21/07/20,Uttarakhand,4642
22/07/20,Uttarakhand,4849
23/07/20,Uttarakhand,5300
24/07/20,Uttarakhand,5445
25/07/20,Uttarakhand,5445
26/07/20,Uttarakhand,5961
27/07/20,Uttarakhand,6104
28/07/20,Uttarakhand,6328
29/07/20,Uttarakhand,6587
30/07/20,Uttarakhand,6866
31/07/20,Uttarakhand,7065
01/08/20,Uttarakhand,7183
02/08/20,Uttarakhand,7447
03/08/20,Uttarakhand,7593
04/08/20,Uttarakhand,7800
05/08/20,Uttarakhand,8008
06/08/20,Uttarakhand,8254
07/08/20,Uttarakhand,8552
08/08/20,Uttarakhand,8901
09/08/20,Uttarakhand,9402
10/08/20,Uttarakhand,9632
11/08/20,Uttarakhand,10021
12/08/20,Uttarakhand,10432
13/08/20,Uttarakhand,10886
14/08/20,Uttarakhand,11302
15/08/20,Uttarakhand,11615
16/08/20,Uttarakhand,11940
17/08/20,Uttarakhand,12175
18/08/20,Uttarakhand,12493
19/08/20,Uttarakhand,12961
20/08/20,Uttarakhand,13225
21/08/20,Uttarakhand,13636
22/08/20,Uttarakhand,14083
23/08/20,Uttarakhand,14566
24/08/20,Uttarakhand,15124
25/08/20,Uttarakhand,15529
26/08/20,Uttarakhand,16014
27/08/20,Uttarakhand,16549
28/08/20,Uttarakhand,17277
29/08/20,Uttarakhand,17865
30/08/20,Uttarakhand,18571
31/08/20,Uttarakhand,19235
01/09/20,Uttarakhand,19827
02/09/20,Uttarakhand,20398
03/09/20,Uttarakhand,21234
04/09/20,Uttarakhand,22180
05/09/20,Uttarakhand,23011
06/09/20,Uttarakhand,23961
07/09/20,Uttarakhand,24629
08/09/20,Uttarakhand,25436
09/09/20,Uttarakhand,26094
10/09/20,Uttarakhand,27211
11/09/20,Uttarakhand,28266
12/09/20,Uttarakhand,29221
13/09/20,Uttarakhand,30336
14/09/20,Uttarakhand,31973
15/09/20,Uttarakhand,33016
16/09/20,Uttarakhand,34407
17/09/20,Uttarakhand,35947
18/09/20,Uttarakhand,37139
19/09/20,Uttarakhand,38007
20/09/20,Uttarakhand,40085
21/09/20,Uttarakhand,40963
22/09/20,Uttarakhand,41777
23/09/20,Uttarakhand,42651
24/09/20,Uttarakhand,43720
25/09/20,Uttarakhand,44404
26/09/20,Uttarakhand,45332
27/09/20,Uttarakhand,46281
28/09/20,Uttarakhand,47045
29/09/20,Uttarakhand,47502
30/09/20,Uttarakhand,47995
01/10/20,Uttarakhand,49000
02/10/20,Uttarakhand,49248
03/10/20,Uttarakhand,49559
04/10/20,Uttarakhand,50062
05/10/20,Uttarakhand,51481
06/10/20,Uttarakhand,51991
07/10/20,Uttarakhand,52329
08/10/20,Uttarakhand,52959
09/10/20,Uttarakhand,53359
10/10/20,Uttarakhand,54063
11/10/20,Uttarakhand,54525
12/10/20,Uttarakhand,55051
13/10/20,Uttarakhand,55347
14/10/20,Uttarakhand,55641
15/10/20,Uttarakhand,56070
16/10/20,Uttarakhand,56493
17/10/20,Uttarakhand,57042
18/10/20,Uttarakhand,57648
19/10/20,Uttarakhand,58024
20/10/20,Uttarakhand,58360
21/10/20,Uttarakhand,58601
22/10/20,Uttarakhand,59106
23/10/20,Uttarakhand,59508
24/10/20,Uttarakhand,59796
25/10/20,Uttarakhand,60155
26/10/20,Uttarakhand,60376
27/10/20,Uttarakhand,60744
28/10/20,Uttarakhand,60957
29/10/20,Uttarakhand,61261
30/10/20,Uttarakhand,61566
31/10/20,Uttarakhand,61915
01/11/20,Uttarakhand,62328
02/11/20,Uttarakhand,62550
03/11/20,Uttarakhand,62881
04/11/20,Uttarakhand,63197
05/11/20,Uttarakhand,63585
06/11/20,Uttarakhand,64065
07/11/20,Uttarakhand,64538
08/11/20,Uttarakhand,65036
09/11/20,Uttarakhand,65279
10/11/20,Uttarakhand,65677
11/11/20,Uttarakhand,66005
12/11/20,Uttarakhand,66788
13/11/20,Uttarakhand,67239
14/11/20,Uttarakhand,67706
15/11/20,Uttarakhand,68002
16/11/20,Uttarakhand,68215
17/11/20,Uttarakhand,68458
18/11/20,Uttarakhand,68887
19/11/20,Uttarakhand,69307
20/11/20,Uttarakhand,69693
21/11/20,Uttarakhand,70205
22/11/20,Uttarakhand,70790
23/11/20,Uttarakhand,71256
24/11/20,Uttarakhand,71632
25/11/20,Uttarakhand,72160
26/11/20,Uttarakhand,72642
27/11/20,Uttarakhand,72997
28/11/20,Uttarakhand,73527
29/11/20,Uttarakhand,73951
30/11/20,Uttarakhand,74340
01/12/20,Uttarakhand,74795
02/12/20,Uttarakhand,75268
03/12/20,Uttarakhand,75784
04/12/20,Uttarakhand,76275
05/12/20,Uttarakhand,76893
06/12/20,Uttarakhand,77573
07/12/20,Uttarakhand,77997
08/12/20,Uttarakhand,78509
09/12/20,Uttarakhand,79141
10/12/20,Uttarakhand,79656
11/12/20,Uttarakhand,80486
12/12/20,Uttarakhand,81211
13/12/20,Uttarakhand,81939
14/12/20,Uttarakhand,82429
15/12/20,Uttarakhand,83006
16/12/20,Uttarakhand,83502
