"Infected","District","Date"
13361,"Chikkamagaluru","2020-11-29"
13620,"Chikkamagaluru","2020-11-30"
13874,"Chikkamagaluru","2020-12-01"
13238,"Chikkamagaluru","2020-12-02"
13276,"Chikkamagaluru","2020-12-03"
13305,"Chikkamagaluru","2020-12-04"
13330,"Chikkamagaluru","2020-12-05"
13340,"Chikkamagaluru","2020-12-06"
13404,"Chikkamagaluru","2020-12-07"
13434,"Chikkamagaluru","2020-12-08"
13437,"Chikkamagaluru","2020-12-09"
13461,"Chikkamagaluru","2020-12-10"
13478,"Chikkamagaluru","2020-12-11"
13512,"Chikkamagaluru","2020-12-12"
13538,"Chikkamagaluru","2020-12-13"
13551,"Chikkamagaluru","2020-12-14"
13561,"Chikkamagaluru","2020-12-15"
13559,"Chikkamagaluru","2020-12-16"
13583,"Chikkamagaluru","2020-12-17"
13604,"Chikkamagaluru","2020-12-18"
13612,"Chikkamagaluru","2020-12-19"
13627,"Chikkamagaluru","2020-12-20"
13616,"Chikkamagaluru","2020-12-21"
13632,"Chikkamagaluru","2020-12-22"
13620,"Chikkamagaluru","2020-12-23"
13637,"Chikkamagaluru","2020-12-24"
13652,"Chikkamagaluru","2020-12-25"
13669,"Chikkamagaluru","2020-12-26"
13686,"Chikkamagaluru","2020-12-27"
13704,"Chikkamagaluru","2020-12-28"
13727,"Chikkamagaluru","2020-12-29"
13679,"Chikkamagaluru","2020-12-30"
13691,"Chikkamagaluru","2020-12-31"
13704,"Chikkamagaluru","2021-01-01"
